instant_hour,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,total_rentals_hour,instant_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,total_rentals_day
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,11,0.169091,0.191464,0.686364,0.122132,43,1220,1263
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,11,0.169091,0.191464,0.686364,0.122132,43,1220,1263
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,11,0.169091,0.191464,0.686364,0.122132,43,1220,1263
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,11,0.169091,0.191464,0.686364,0.122132,43,1220,1263
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,11,0.169091,0.191464,0.686364,0.122132,43,1220,1263
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,12,0.172727,0.160473,0.599545,0.304627,25,1137,1162
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,13,0.165,0.150883,0.470417,0.301,38,1368,1406
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,13,0.165,0.150883,0.470417,0.301,38,1368,1406
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,13,0.165,0.150883,0.470417,0.301,38,1368,1406
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,13,0.165,0.150883,0.470417,0.301,38,1368,1406
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,13,0.165,0.150883,0.470417,0.301,38,1368,1406
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,13,0.165,0.150883,0.470417,0.301,38,1368,1406
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,13,0.165,0.150883,0.470417,0.301,38,1368,1406
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,13,0.165,0.150883,0.470417,0.301,38,1368,1406
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,13,0.165,0.150883,0.470417,0.301,38,1368,1406
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,13,0.165,0.150883,0.470417,0.301,38,1368,1406
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,13,0.165,0.150883,0.470417,0.301,38,1368,1406
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,13,0.165,0.150883,0.470417,0.301,38,1368,1406
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,13,0.165,0.150883,0.470417,0.301,38,1368,1406
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,13,0.165,0.150883,0.470417,0.301,38,1368,1406
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,13,0.165,0.150883,0.470417,0.301,38,1368,1406
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,13,0.165,0.150883,0.470417,0.301,38,1368,1406
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,13,0.165,0.150883,0.470417,0.301,38,1368,1406
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,13,0.165,0.150883,0.470417,0.301,38,1368,1406
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,13,0.165,0.150883,0.470417,0.301,38,1368,1406
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,13,0.165,0.150883,0.470417,0.301,38,1368,1406
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,13,0.165,0.150883,0.470417,0.301,38,1368,1406
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,13,0.165,0.150883,0.470417,0.301,38,1368,1406
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,14,0.16087,0.188413,0.537826,0.126548,54,1367,1421
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,15,0.233333,0.248112,0.49875,0.157963,222,1026,1248
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,16,0.231667,0.234217,0.48375,0.188433,251,953,1204
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,17,0.175833,0.176771,0.5375,0.194017,117,883,1000
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,18,0.216667,0.232333,0.861667,0.146775,9,674,683
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,18,0.216667,0.232333,0.861667,0.146775,9,674,683
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,18,0.216667,0.232333,0.861667,0.146775,9,674,683
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,18,0.216667,0.232333,0.861667,0.146775,9,674,683
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,18,0.216667,0.232333,0.861667,0.146775,9,674,683
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,18,0.216667,0.232333,0.861667,0.146775,9,674,683
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,18,0.216667,0.232333,0.861667,0.146775,9,674,683
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,18,0.216667,0.232333,0.861667,0.146775,9,674,683
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,18,0.216667,0.232333,0.861667,0.146775,9,674,683
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,18,0.216667,0.232333,0.861667,0.146775,9,674,683
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,18,0.216667,0.232333,0.861667,0.146775,9,674,683
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,18,0.216667,0.232333,0.861667,0.146775,9,674,683
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,19,0.292174,0.298422,0.741739,0.208317,78,1572,1650
441,2011-01-20,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
443,2011-01-20,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
444,2011-01-20,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
445,2011-01-20,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
446,2011-01-20,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
447,2011-01-20,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
448,2011-01-20,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
449,2011-01-20,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
450,2011-01-20,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
452,2011-01-20,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
453,2011-01-20,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
454,2011-01-20,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
455,2011-01-20,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,20,0.261667,0.25505,0.538333,0.195904,83,1844,1927
461,2011-01-21,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
462,2011-01-21,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
463,2011-01-21,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
464,2011-01-21,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
465,2011-01-21,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
466,2011-01-21,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
467,2011-01-21,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
468,2011-01-21,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
469,2011-01-21,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
470,2011-01-21,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
471,2011-01-21,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
472,2011-01-21,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
473,2011-01-21,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
474,2011-01-21,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
475,2011-01-21,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
476,2011-01-21,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
477,2011-01-21,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
478,2011-01-21,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
479,2011-01-21,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,21,0.1775,0.157833,0.457083,0.353242,75,1468,1543
480,2011-01-22,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,22,0.0591304,0.0790696,0.4,0.17197,93,888,981
486,2011-01-22,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,22,0.0591304,0.0790696,0.4,0.17197,93,888,981
487,2011-01-22,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,22,0.0591304,0.0790696,0.4,0.17197,93,888,981
488,2011-01-22,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,22,0.0591304,0.0790696,0.4,0.17197,93,888,981
492,2011-01-22,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84,22,0.0591304,0.0790696,0.4,0.17197,93,888,981
493,2011-01-22,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,22,0.0591304,0.0790696,0.4,0.17197,93,888,981
494,2011-01-22,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103,22,0.0591304,0.0790696,0.4,0.17197,93,888,981
